recipe_id,name,meal_type,ingredients,cuisine,cooking_time,instructions
124,Dal Palak (Budget),Lunch,"spinach,toor dal,onion,tomato,oil,salt,garlic",Indian,30,"Prepare Dal Palak using spinach, toor dal, onion. Cook with spices and serve hot."
125,Moong Dal Khichdi (Masala),Lunch,"rice,moong dal,ghee,salt,turmeric,cumin",Indian,20,"Prepare Moong Dal Khichdi using rice, moong dal, ghee. Cook with spices and serve hot."
126,Chole (Simple),Lunch,"chickpeas,onion,tomato,oil,salt,chole masala,ginger,garlic",North Indian,20,"Prepare Chole using chickpeas, onion, tomato. Cook with spices and serve hot."
127,Soya Chunks Curry (South Style),Dinner,"soy chunks,onion,tomato,oil,salt,garam masala",South Indian,25,"Prepare Soya Chunks Curry using soy chunks, onion, tomato. Cook with spices and serve hot."
128,Vegetable Paratha (Spicy),Dinner,"wheat flour,mixed vegetables,salt,oil",Indian,45,"Prepare Vegetable Paratha using wheat flour, mixed vegetables, salt. Cook with spices and serve hot."
129,Bread Upma (Budget),Breakfast,"bread,onion,tomato,oil,salt,mustard seeds",Indian,35,"Prepare Bread Upma using bread, onion, tomato. Cook with spices and serve hot."
130,Vegetable Stew (Tiffin Special),Dinner,"mixed vegetables,coconut milk,salt,black pepper",Indian,30,"Prepare Vegetable Stew using mixed vegetables, coconut milk, salt. Cook with spices and serve hot."
131,Egg Bhurji (Spicy),Dinner,"egg,onion,tomato,oil,salt,green chili",Indian,35,"Prepare Egg Bhurji using egg, onion, tomato. Cook with spices and serve hot."
132,Besan Chilla (Tiffin Special),Breakfast,"besan,onion,tomato,green chili,salt,oil,water",Indian,25,"Prepare Besan Chilla using besan, onion, tomato. Cook with spices and serve hot."
133,Besan Chilla (Simple),Breakfast,"besan,onion,tomato,green chili,salt,oil,water",Indian,12,"Prepare Besan Chilla using besan, onion, tomato. Cook with spices and serve hot."
134,Aloo Matar (Low Oil),Dinner,"potato,peas,onion,tomato,oil,salt,turmeric",Indian,40,"Prepare Aloo Matar using potato, peas, onion. Cook with spices and serve hot."
135,Dosa (Quick),Breakfast,"rice,urad dal,salt,oil",South Indian,30,"Prepare Dosa using rice, urad dal, salt. Cook with spices and serve hot."
136,Rava Dosa (Low Oil),Dinner,"rava,rice flour,curd,salt,oil",South Indian,25,"Prepare Rava Dosa using rava, rice flour, curd. Cook with spices and serve hot."
137,Vegetable Soup (Simple),Dinner,"carrot,beans,onion,garlic,salt,black pepper,water",Indian,45,"Prepare Vegetable Soup using carrot, beans, onion. Cook with spices and serve hot."
138,Sabudana Khichdi (Low Oil),Breakfast,"sabudana,peanut,potato,green chili,salt,oil",Indian,35,"Prepare Sabudana Khichdi using sabudana, peanut, potato. Cook with spices and serve hot."
139,Rava Idli (Family Pack),Breakfast,"rava,curd,eno,salt,water",South Indian,25,"Prepare Rava Idli using rava, curd, eno. Cook with spices and serve hot."
140,Tomato Soup (Spicy),Dinner,"tomato,onion,garlic,salt,black pepper,water",Indian,10,"Prepare Tomato Soup using tomato, onion, garlic. Cook with spices and serve hot."
141,Rasam (Family Pack),Lunch,"tomato,tamarind,rasam powder,garlic,oil,salt,curry leaves",South Indian,30,"Prepare Rasam using tomato, tamarind, rasam powder. Cook with spices and serve hot."
142,Aloo Sandwich (Tiffin Special),Breakfast,"bread,potato,butter,salt,black pepper",Indian,12,"Prepare Aloo Sandwich using bread, potato, butter. Cook with spices and serve hot."
143,Aloo Jeera (South Style),Lunch,"potato,cumin,oil,salt,turmeric",South Indian,35,"Prepare Aloo Jeera using potato, cumin, oil. Cook with spices and serve hot."
144,Pongal (Masala),Breakfast,"rice,moong dal,ghee,black pepper,cumin,salt",South Indian,10,"Prepare Pongal using rice, moong dal, ghee. Cook with spices and serve hot."
145,Rava Idli (Special),Breakfast,"rava,curd,eno,salt,water",South Indian,12,"Prepare Rava Idli using rava, curd, eno. Cook with spices and serve hot."
146,Ragi Dosa (North Style),Breakfast,"ragi flour,rice flour,curd,salt,oil",North Indian,10,"Prepare Ragi Dosa using ragi flour, rice flour, curd. Cook with spices and serve hot."
147,Rajma Chawal (Low Oil),Lunch,"rajma,rice,onion,tomato,oil,salt,garam masala,ginger,garlic",North Indian,40,"Prepare Rajma Chawal using rajma, rice, onion. Cook with spices and serve hot."
148,Stuffed Capsicum (Quick),Dinner,"capsicum,potato,onion,oil,salt,garam masala",Indian,20,"Prepare Stuffed Capsicum using capsicum, potato, onion. Cook with spices and serve hot."
149,Sambar Rice (Classic),Dinner,"rice,toor dal,sambar powder,mixed vegetables,oil,salt",Indian,40,"Prepare Sambar Rice using rice, toor dal, sambar powder. Cook with spices and serve hot."
150,Paneer Bhurji (Home Style),Lunch,"paneer,onion,tomato,oil,salt,green chili",Indian,40,"Prepare Paneer Bhurji using paneer, onion, tomato. Cook with spices and serve hot."
151,Masala Omelette (Budget),Dinner,"egg,onion,green chili,salt,oil",Indian,20,"Prepare Masala Omelette using egg, onion, green chili. Cook with spices and serve hot."
152,Pongal (Budget),Breakfast,"rice,moong dal,ghee,black pepper,cumin,salt",South Indian,30,"Prepare Pongal using rice, moong dal, ghee. Cook with spices and serve hot."
153,Tawa Paneer (Masala),Dinner,"paneer,onion,tomato,oil,salt,garam masala",Indian,20,"Prepare Tawa Paneer using paneer, onion, tomato. Cook with spices and serve hot."
154,Veg Noodles (South Style),Dinner,"noodles,mixed vegetables,soy sauce,oil,salt,black pepper",South Indian,10,"Prepare Veg Noodles using noodles, mixed vegetables, soy sauce. Cook with spices and serve hot."
155,Sprouts Salad (Masala),Dinner,"sprouts,onion,tomato,lemon,salt",Indian,25,"Prepare Sprouts Salad using sprouts, onion, tomato. Cook with spices and serve hot."
156,Upma (Simple),Breakfast,"rava,onion,oil,mustard seeds,curry leaves,green chili,salt,water",Indian,15,"Prepare Upma using rava, onion, oil. Cook with spices and serve hot."
157,Maggi Masala (Quick),Dinner,"noodles,onion,tomato,oil,salt,maggi masala",Indian,40,"Prepare Maggi Masala using noodles, onion, tomato. Cook with spices and serve hot."
158,Bisi Bele Bath (Simple),Lunch,"rice,toor dal,mixed vegetables,bisi bele bath powder,ghee,salt",South Indian,20,"Prepare Bisi Bele Bath using rice, toor dal, mixed vegetables. Cook with spices and serve hot."
159,Chana Salad (Budget),Dinner,"chickpeas,onion,tomato,lemon,salt,black pepper",Indian,25,"Prepare Chana Salad using chickpeas, onion, tomato. Cook with spices and serve hot."
160,Veg Kurma (Simple),Lunch,"mixed vegetables,coconut,onion,tomato,oil,salt",Indian,60,"Prepare Veg Kurma using mixed vegetables, coconut, onion. Cook with spices and serve hot."
161,Pongal (South Style),Breakfast,"rice,moong dal,ghee,black pepper,cumin,salt",South Indian,12,"Prepare Pongal using rice, moong dal, ghee. Cook with spices and serve hot."
162,Soya Chunks Curry (Quick),Dinner,"soy chunks,onion,tomato,oil,salt,garam masala",Indian,45,"Prepare Soya Chunks Curry using soy chunks, onion, tomato. Cook with spices and serve hot."
163,Vegetable Pulao (Special),Lunch,"rice,mixed vegetables,oil,salt,cumin,garam masala",Indian,40,"Prepare Vegetable Pulao using rice, mixed vegetables, oil. Cook with spices and serve hot."
164,Suji Halwa (Spicy),Breakfast,"rava,ghee,sugar,water,cardamom",Indian,35,"Prepare Suji Halwa using rava, ghee, sugar. Cook with spices and serve hot."
165,Mix Veg Sabzi (Quick),Lunch,"mixed vegetables,onion,tomato,oil,salt,turmeric",Indian,60,"Prepare Mix Veg Sabzi using mixed vegetables, onion, tomato. Cook with spices and serve hot."
166,Vegetable Soup (Masala),Dinner,"carrot,beans,onion,garlic,salt,black pepper,water",Indian,10,"Prepare Vegetable Soup using carrot, beans, onion. Cook with spices and serve hot."
167,Moong Dal Dosa (Budget),Dinner,"moong dal,salt,oil,green chili",Indian,25,"Prepare Moong Dal Dosa using moong dal, salt, oil. Cook with spices and serve hot."
168,Rice Upma (Home Style),Breakfast,"rice,onion,oil,mustard seeds,curry leaves,salt",Indian,25,"Prepare Rice Upma using rice, onion, oil. Cook with spices and serve hot."
169,Tomato Rice (North Style),Lunch,"rice,tomato,onion,oil,salt,garam masala",North Indian,30,"Prepare Tomato Rice using rice, tomato, onion. Cook with spices and serve hot."
170,Sooji Pancake (Simple),Breakfast,"rava,curd,onion,salt,eno,oil",Indian,35,"Prepare Sooji Pancake using rava, curd, onion. Cook with spices and serve hot."
171,Aloo Gobi (Classic),Lunch,"potato,cauliflower,onion,oil,salt,turmeric,garam masala",Indian,35,"Prepare Aloo Gobi using potato, cauliflower, onion. Cook with spices and serve hot."
172,Vegetable Paratha (Low Oil),Dinner,"wheat flour,mixed vegetables,salt,oil",Indian,30,"Prepare Vegetable Paratha using wheat flour, mixed vegetables, salt. Cook with spices and serve hot."
173,Soyabean Curry (Dhaba Style),Lunch,"soy chunks,onion,tomato,oil,salt,garam masala",Indian,25,"Prepare Soyabean Curry using soy chunks, onion, tomato. Cook with spices and serve hot."
174,Egg Bhurji (Low Oil),Dinner,"egg,onion,tomato,oil,salt,green chili",Indian,15,"Prepare Egg Bhurji using egg, onion, tomato. Cook with spices and serve hot."
175,Rajma Chawal (Low Oil),Lunch,"rajma,rice,onion,tomato,oil,salt,garam masala,ginger,garlic",North Indian,60,"Prepare Rajma Chawal using rajma, rice, onion. Cook with spices and serve hot."
176,Pongal (Dhaba Style),Breakfast,"rice,moong dal,ghee,black pepper,cumin,salt",South Indian,20,"Prepare Pongal using rice, moong dal, ghee. Cook with spices and serve hot."
177,Rasam (Spicy),Lunch,"tomato,tamarind,rasam powder,garlic,oil,salt,curry leaves",South Indian,25,"Prepare Rasam using tomato, tamarind, rasam powder. Cook with spices and serve hot."
178,Vegetable Fried Rice (Home Style),Dinner,"rice,mixed vegetables,soy sauce,oil,salt,black pepper",Indo-Chinese,30,"Prepare Vegetable Fried Rice using rice, mixed vegetables, soy sauce. Cook with spices and serve hot."
179,Palak Paneer (North Style),Lunch,"spinach,paneer,onion,tomato,oil,salt,garlic",North Indian,40,"Prepare Palak Paneer using spinach, paneer, onion. Cook with spices and serve hot."
180,Paneer Paratha (Spicy),Breakfast,"wheat flour,paneer,salt,oil,green chili",Indian,35,"Prepare Paneer Paratha using wheat flour, paneer, salt. Cook with spices and serve hot."
181,Lauki Sabzi (Simple),Lunch,"bottle gourd,onion,tomato,oil,salt,turmeric",Indian,30,"Prepare Lauki Sabzi using bottle gourd, onion, tomato. Cook with spices and serve hot."
182,Chana Sundal (Budget),Breakfast,"chickpeas,coconut,mustard seeds,curry leaves,oil,salt",Indian,35,"Prepare Chana Sundal using chickpeas, coconut, mustard seeds. Cook with spices and serve hot."
183,Tomato Rice (Classic),Lunch,"rice,tomato,onion,oil,salt,garam masala",Indian,30,"Prepare Tomato Rice using rice, tomato, onion. Cook with spices and serve hot."
184,Moong Dal Khichdi (Tiffin Special),Lunch,"rice,moong dal,ghee,salt,turmeric,cumin",Indian,45,"Prepare Moong Dal Khichdi using rice, moong dal, ghee. Cook with spices and serve hot."
185,Aloo Sandwich (Simple),Breakfast,"bread,potato,butter,salt,black pepper",Indian,25,"Prepare Aloo Sandwich using bread, potato, butter. Cook with spices and serve hot."
186,Lauki Sabzi (Quick),Lunch,"bottle gourd,onion,tomato,oil,salt,turmeric",Indian,35,"Prepare Lauki Sabzi using bottle gourd, onion, tomato. Cook with spices and serve hot."
187,Chapati Sabzi (Classic),Dinner,"wheat flour,water,salt,mixed vegetables,oil,turmeric",Indian,30,"Prepare Chapati Sabzi using wheat flour, water, salt. Cook with spices and serve hot."
188,Jeera Rice (Quick),Lunch,"rice,cumin,ghee,salt",Indian,50,"Prepare Jeera Rice using rice, cumin, ghee. Cook with spices and serve hot."
189,Vegetable Pulao (Family Pack),Lunch,"rice,mixed vegetables,oil,salt,cumin,garam masala",Indian,50,"Prepare Vegetable Pulao using rice, mixed vegetables, oil. Cook with spices and serve hot."
190,Kadhi Pakora (Low Oil),Lunch,"curd,besan,onion,oil,salt,turmeric,cumin,curry leaves",North Indian,25,"Prepare Kadhi Pakora using curd, besan, onion. Cook with spices and serve hot."
191,Oats Upma (Budget),Breakfast,"oats,onion,oil,mustard seeds,curry leaves,salt,water",Indian,15,"Prepare Oats Upma using oats, onion, oil. Cook with spices and serve hot."
192,Uttapam (Tiffin Special),Breakfast,"rice,urad dal,onion,tomato,green chili,salt,oil",South Indian,25,"Prepare Uttapam using rice, urad dal, onion. Cook with spices and serve hot."
193,Paneer Paratha (Masala),Breakfast,"wheat flour,paneer,salt,oil,green chili",Indian,30,"Prepare Paneer Paratha using wheat flour, paneer, salt. Cook with spices and serve hot."
194,Ragi Dosa (South Style),Breakfast,"ragi flour,rice flour,curd,salt,oil",South Indian,18,"Prepare Ragi Dosa using ragi flour, rice flour, curd. Cook with spices and serve hot."
195,Vegetable Fried Rice (Simple),Dinner,"rice,mixed vegetables,soy sauce,oil,salt,black pepper",Indo-Chinese,40,"Prepare Vegetable Fried Rice using rice, mixed vegetables, soy sauce. Cook with spices and serve hot."
196,Palak Paneer (Budget),Lunch,"spinach,paneer,onion,tomato,oil,salt,garlic",Indian,40,"Prepare Palak Paneer using spinach, paneer, onion. Cook with spices and serve hot."
197,Kadhi Pakora (South Style),Lunch,"curd,besan,onion,oil,salt,turmeric,cumin,curry leaves",South Indian,30,"Prepare Kadhi Pakora using curd, besan, onion. Cook with spices and serve hot."
198,Sooji Pancake (Tiffin Special),Breakfast,"rava,curd,onion,salt,eno,oil",Indian,25,"Prepare Sooji Pancake using rava, curd, onion. Cook with spices and serve hot."
199,Tomato Rice (Low Oil),Lunch,"rice,tomato,onion,oil,salt,garam masala",Indian,40,"Prepare Tomato Rice using rice, tomato, onion. Cook with spices and serve hot."
200,Curd Rice (Low Oil),Lunch,"rice,curd,salt,mustard seeds,curry leaves,oil",South Indian,60,"Prepare Curd Rice using rice, curd, salt. Cook with spices and serve hot."
201,Rava Dosa (Tiffin Special),Dinner,"rava,rice flour,curd,salt,oil",South Indian,15,"Prepare Rava Dosa using rava, rice flour, curd. Cook with spices and serve hot."
202,Sabudana Khichdi (Quick),Breakfast,"sabudana,peanut,potato,green chili,salt,oil",Indian,18,"Prepare Sabudana Khichdi using sabudana, peanut, potato. Cook with spices and serve hot."
203,Sambar Rice (Masala),Dinner,"rice,toor dal,sambar powder,mixed vegetables,oil,salt",Indian,45,"Prepare Sambar Rice using rice, toor dal, sambar powder. Cook with spices and serve hot."
204,Stuffed Capsicum (Dhaba Style),Dinner,"capsicum,potato,onion,oil,salt,garam masala",Indian,35,"Prepare Stuffed Capsicum using capsicum, potato, onion. Cook with spices and serve hot."
205,Baingan Bharta (Home Style),Lunch,"eggplant,onion,tomato,oil,salt,garlic",North Indian,35,"Prepare Baingan Bharta using eggplant, onion, tomato. Cook with spices and serve hot."
206,Aloo Paratha (Home Style),Breakfast,"wheat flour,potato,onion,green chili,salt,oil,butter",North Indian,25,"Prepare Aloo Paratha using wheat flour, potato, onion. Cook with spices and serve hot."
207,Vegetable Fried Rice (Family Pack),Dinner,"rice,mixed vegetables,soy sauce,oil,salt,black pepper",Indo-Chinese,25,"Prepare Vegetable Fried Rice using rice, mixed vegetables, soy sauce. Cook with spices and serve hot."
208,Veg Kurma (Masala),Lunch,"mixed vegetables,coconut,onion,tomato,oil,salt",Indian,35,"Prepare Veg Kurma using mixed vegetables, coconut, onion. Cook with spices and serve hot."
209,Ragi Porridge (Tiffin Special),Breakfast,"ragi flour,milk,jaggery,cardamom",Indian,30,"Prepare Ragi Porridge using ragi flour, milk, jaggery. Cook with spices and serve hot."
210,Soya Chunks Curry (Spicy),Dinner,"soy chunks,onion,tomato,oil,salt,garam masala",Indian,40,"Prepare Soya Chunks Curry using soy chunks, onion, tomato. Cook with spices and serve hot."
211,Chana Dal (Masala),Lunch,"chana dal,onion,tomato,oil,salt,turmeric,cumin",Indian,20,"Prepare Chana Dal using chana dal, onion, tomato. Cook with spices and serve hot."
212,Aloo Jeera (North Style),Lunch,"potato,cumin,oil,salt,turmeric",North Indian,45,"Prepare Aloo Jeera using potato, cumin, oil. Cook with spices and serve hot."
213,Pongal (South Style),Breakfast,"rice,moong dal,ghee,black pepper,cumin,salt",South Indian,18,"Prepare Pongal using rice, moong dal, ghee. Cook with spices and serve hot."
214,Uttapam (Spicy),Breakfast,"rice,urad dal,onion,tomato,green chili,salt,oil",South Indian,30,"Prepare Uttapam using rice, urad dal, onion. Cook with spices and serve hot."
215,Matar Paneer (Tiffin Special),Lunch,"peas,paneer,onion,tomato,oil,salt,garam masala",Indian,40,"Prepare Matar Paneer using peas, paneer, onion. Cook with spices and serve hot."
216,Besan Chilla (Simple),Breakfast,"besan,onion,tomato,green chili,salt,oil,water",Indian,30,"Prepare Besan Chilla using besan, onion, tomato. Cook with spices and serve hot."
217,Veg Noodles (Masala),Dinner,"noodles,mixed vegetables,soy sauce,oil,salt,black pepper",Indo-Chinese,45,"Prepare Veg Noodles using noodles, mixed vegetables, soy sauce. Cook with spices and serve hot."
218,Vegetable Paratha (Simple),Dinner,"wheat flour,mixed vegetables,salt,oil",Indian,15,"Prepare Vegetable Paratha using wheat flour, mixed vegetables, salt. Cook with spices and serve hot."
219,Kootu (Special),Lunch,"moong dal,mixed vegetables,coconut,salt,cumin",Indian,60,"Prepare Kootu using moong dal, mixed vegetables, coconut. Cook with spices and serve hot."
220,Curd Rice (Masala),Lunch,"rice,curd,salt,mustard seeds,curry leaves,oil",South Indian,25,"Prepare Curd Rice using rice, curd, salt. Cook with spices and serve hot."
221,Moong Dal Cheela (Home Style),Breakfast,"moong dal,onion,green chili,salt,oil",Indian,12,"Prepare Moong Dal Cheela using moong dal, onion, green chili. Cook with spices and serve hot."
222,Tawa Paneer (Budget),Dinner,"paneer,onion,tomato,oil,salt,garam masala",Indian,45,"Prepare Tawa Paneer using paneer, onion, tomato. Cook with spices and serve hot."
223,Corn Chaat (Masala),Breakfast,"sweet corn,onion,tomato,lemon,salt,chaat masala",Indian,10,"Prepare Corn Chaat using sweet corn, onion, tomato. Cook with spices and serve hot."
224,Besan Chilla (Spicy),Breakfast,"besan,onion,tomato,green chili,salt,oil,water",Indian,10,"Prepare Besan Chilla using besan, onion, tomato. Cook with spices and serve hot."
225,Tawa Paneer (Low Oil),Dinner,"paneer,onion,tomato,oil,salt,garam masala",Indian,20,"Prepare Tawa Paneer using paneer, onion, tomato. Cook with spices and serve hot."
226,Aloo Tikki (South Style),Dinner,"potato,bread crumbs,salt,green chili,oil",South Indian,40,"Prepare Aloo Tikki using potato, bread crumbs, salt. Cook with spices and serve hot."
227,Veg Noodles (Quick),Dinner,"noodles,mixed vegetables,soy sauce,oil,salt,black pepper",Indo-Chinese,15,"Prepare Veg Noodles using noodles, mixed vegetables, soy sauce. Cook with spices and serve hot."
228,Vermicelli Upma (South Style),Breakfast,"vermicelli,onion,oil,mustard seeds,curry leaves,salt",South Indian,18,"Prepare Vermicelli Upma using vermicelli, onion, oil. Cook with spices and serve hot."
229,Veg Kurma (Spicy),Lunch,"mixed vegetables,coconut,onion,tomato,oil,salt",Indian,20,"Prepare Veg Kurma using mixed vegetables, coconut, onion. Cook with spices and serve hot."
230,Aloo Tikki (Low Oil),Breakfast,"potato,bread crumbs,salt,green chili,oil",Indian,35,"Prepare Aloo Tikki using potato, bread crumbs, salt. Cook with spices and serve hot."
231,Vegetable Curry (Budget),Lunch,"mixed vegetables,onion,tomato,oil,salt,turmeric,garam masala",Indian,35,"Prepare Vegetable Curry using mixed vegetables, onion, tomato. Cook with spices and serve hot."
232,Kootu (Spicy),Lunch,"moong dal,mixed vegetables,coconut,salt,cumin",Indian,35,"Prepare Kootu using moong dal, mixed vegetables, coconut. Cook with spices and serve hot."
233,Ragi Porridge (Classic),Breakfast,"ragi flour,milk,jaggery,cardamom",Indian,20,"Prepare Ragi Porridge using ragi flour, milk, jaggery. Cook with spices and serve hot."
234,Upma (Spicy),Breakfast,"rava,onion,oil,mustard seeds,curry leaves,green chili,salt,water",Indian,35,"Prepare Upma using rava, onion, oil. Cook with spices and serve hot."
235,Moong Dal Dosa (Tiffin Special),Dinner,"moong dal,salt,oil,green chili",Indian,15,"Prepare Moong Dal Dosa using moong dal, salt, oil. Cook with spices and serve hot."
236,Lemon Rice (Budget),Lunch,"rice,lemon,oil,mustard seeds,curry leaves,peanut,salt,turmeric",South Indian,50,"Prepare Lemon Rice using rice, lemon, oil. Cook with spices and serve hot."
237,Lemon Rice (Dhaba Style),Lunch,"rice,lemon,oil,mustard seeds,curry leaves,peanut,salt,turmeric",South Indian,20,"Prepare Lemon Rice using rice, lemon, oil. Cook with spices and serve hot."
238,Tomato Soup (Classic),Dinner,"tomato,onion,garlic,salt,black pepper,water",Indian,40,"Prepare Tomato Soup using tomato, onion, garlic. Cook with spices and serve hot."
239,Lauki Sabzi (Spicy),Lunch,"bottle gourd,onion,tomato,oil,salt,turmeric",Indian,20,"Prepare Lauki Sabzi using bottle gourd, onion, tomato. Cook with spices and serve hot."
240,Dal Palak (Quick),Lunch,"spinach,toor dal,onion,tomato,oil,salt,garlic",Indian,35,"Prepare Dal Palak using spinach, toor dal, onion. Cook with spices and serve hot."
241,Sambar (Low Oil),Lunch,"toor dal,tamarind,sambar powder,mixed vegetables,oil,salt,mustard seeds",South Indian,35,"Prepare Sambar using toor dal, tamarind, sambar powder. Cook with spices and serve hot."
242,Methi Paratha (Spicy),Breakfast,"wheat flour,methi leaves,salt,oil",Indian,20,"Prepare Methi Paratha using wheat flour, methi leaves, salt. Cook with spices and serve hot."
243,Aloo Gobi (North Style),Lunch,"potato,cauliflower,onion,oil,salt,turmeric,garam masala",North Indian,60,"Prepare Aloo Gobi using potato, cauliflower, onion. Cook with spices and serve hot."
244,Paneer Bhurji (Spicy),Dinner,"paneer,onion,tomato,oil,salt,green chili",Indian,45,"Prepare Paneer Bhurji using paneer, onion, tomato. Cook with spices and serve hot."
245,Kadhi Pakora (North Style),Lunch,"curd,besan,onion,oil,salt,turmeric,cumin,curry leaves",North Indian,30,"Prepare Kadhi Pakora using curd, besan, onion. Cook with spices and serve hot."
246,Kadhi Pakora (Spicy),Lunch,"curd,besan,onion,oil,salt,turmeric,cumin,curry leaves",North Indian,20,"Prepare Kadhi Pakora using curd, besan, onion. Cook with spices and serve hot."
247,Pav Bhaji (Tiffin Special),Dinner,"pav,potato,tomato,onion,butter,pav bhaji masala,salt",Indian,10,"Prepare Pav Bhaji using pav, potato, tomato. Cook with spices and serve hot."
248,Dal Khichdi (Home Style),Dinner,"rice,moong dal,ghee,salt,turmeric,cumin",Indian,40,"Prepare Dal Khichdi using rice, moong dal, ghee. Cook with spices and serve hot."
